orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
J-201,all,309,106,284,774,29,92665,0,0,0,0,0,J,105,Alveolar fibroblast 1,45,29,4,4,4_1_2,ClubEpi
J-203,all,90,31,353,522,24,47003,0,0,0,0,0,J,13,Inflammatory monocyte,60,32,3,3,3_2,SMC
J-204,all,81,40,215,134,28,32353,0,0,0,0,0,J,7,CD4+ T cell,56,40,1,1,1_2_1,Tcell (CD4)
J-207,all,116,53,254,661,30,37541,0,0,0,0,0,J,52,Capillary 1 cell,61,52,4,4,4_2,CiliatedEpi
J-208,all,200,81,90,181,33,42763,0,0,0,0,0,J,82,Arterial endothelial cell,44,32,4,4,4_1_1,CiliatedEpi
J-209,all,398,116,248,783,18,95685,57,0,57,0,1,J,141,Alveolar fibroblast 1,38,28,4,4,4_1_2,CiliatedEpi
J-211,all,477,120,308,1064,14,107769,0,0,0,0,0,J,215,Alveolar fibroblast 1,41,32,4,4,4_1_2,CiliatedEpi
J-212,all,165,54,1127,1484,34,63062,0,0,0,0,0,J,8,B cell,50,28,3,3,3_3,AdventitialFib
J-213,all,441,121,223,837,18,113807,0,0,0,0,0,J,175,Ciliated cell,39,31,4,4,4_1_2,CiliatedEpi
J-215,all,41,16,1815,1280,17,37260,0,0,0,0,0,J,6,CD4+ T cell,45,16,1,1,1_2_1,Tcell (CD4)
J-218,all,437,140,348,1032,24,103072,0,0,0,0,0,J,152,Arterial endothelial cell,46,43,4,4,4_1_2,CiliatedEpi
J-219,all,87,44,181,350,20,52688,0,0,0,0,0,J,21,CD8+ T cell,59,43,1,1,1_2_1,Tcell (CD4)
J-220,all,42,22,252,238,34,22182,0,0,0,0,0,J,3,CD4+ T cell,44,23,3,3,3_2,SMC
J-221,all,153,44,592,1435,34,45316,0,0,0,0,0,J,100,Arterial endothelial cell,59,44,4,4,4_2,CiliatedEpi
J-222,all,143,59,101,87,35,41044,0,0,0,0,0,J,81,Secretory cell,48,24,4,4,4_1_2,ClubEpi
J-223,all,162,48,531,1342,34,57534,0,0,0,0,0,J,115,Venous endothelial cell,58,48,4,4,4_2,CiliatedEpi
J-224,all,71,32,1589,1382,16,42557,0,0,0,0,0,J,3,CD4+ T cell,56,33,1,1,1_4_1,AlveolarFib
J-226,all,72,42,349,878,33,33923,0,0,0,0,0,J,14,Capillary 1 cell,57,42,8,8,8_2,InterstitialMac
J-227,all,215,64,427,115,32,86634,0,0,0,0,0,J,12,Alveolar macrophage,54,39,1,1,1_2_1,Tcell (CD4)
J-228,all,121,48,576,1346,35,54630,0,0,0,0,0,J,52,Ciliated cell,61,47,4,4,4_1_2,CiliatedEpi
J-229,all,259,93,258,538,35,76111,0,0,0,0,0,J,71,Endothelial progenitor cell,48,37,4,4,4_1_1,CiliatedEpi
J-230,all,62,26,912,1256,22,27698,0,0,0,0,0,J,2,Alveolar type 1 cell,54,27,1,1,1_6_2,Neutrophil
J-232,all,95,41,590,563,34,42696,0,0,0,0,0,J,4,Mesothelial cell,61,41,3,3,3_3,AdventitialFib
J-233,all,365,127,321,917,27,91257,0,0,0,0,0,J,103,Venous endothelial cell,41,31,4,4,4_1_1,ClubEpi
J-236,all,123,44,653,40,30,56621,0,0,0,0,0,J,17,Inflammatory monocyte,44,20,1,1,1_2_1,Tcell (CD4)
J-237,all,146,51,591,438,36,67726,0,0,0,0,0,J,13,Proliferative mesenchymal progenitor cell,50,27,3,3,3_3,AdventitialFib
J-238,all,39,19,1771,1627,16,97635,0,0,0,0,0,J,4,B cell,42,19,1,1,1_2_1,Tcell (CD4)
J-239,all,49,29,1547,1287,24,27144,0,0,0,0,0,J,3,CD4+ T cell,49,29,1,1,1_2_3,Tcell (CD4)
J-240,all,20,4,1903,1709,23,45611,0,0,0,0,0,J,19,CD4+ T cell,43,5,3,3,3_1,SMC
J-243,all,123,58,645,1379,31,67146,0,0,0,0,0,J,34,Arterial endothelial cell,42,26,3,3,3_2,SMC
J-244,all,36,17,1687,1355,22,22057,0,0,0,0,0,J,2,CD4+ T cell,41,17,1,1,1_2_1,Tcell (CD4)
J-247,all,112,57,320,605,29,57168,0,0,0,0,0,J,16,Ciliated cell,44,29,4,4,4_1_1,CiliatedEpi
J-248,all,249,100,374,1092,29,81802,0,0,0,0,0,J,59,Alveolar fibroblast 1,46,34,4,4,4_1_1,CiliatedEpi
J-249,all,126,50,1504,1520,29,78187,0,0,0,0,0,J,11,Proliferative mesenchymal progenitor cell,48,34,3,3,3_5,SMC
J-251,all,35,18,1743,1291,16,80089,0,0,0,0,0,J,2,Sox9+/Id2+ epithelial cell,42,19,1,1,1_6_2,Neutrophil
J-252,all,38,25,703,1455,35,35475,0,0,0,0,0,J,14,Inflammatory monocyte,42,26,3,3,3_2,SMC
J-254,all,74,38,990,1320,38,25337,0,0,0,0,0,J,7,Alveolar fibroblast 1,57,39,1,1,1_5_2,AlveolarFib
J-255,all,145,57,966,756,36,56082,0,0,0,0,0,J,12,Inflammatory monocyte,51,31,1,1,1_2_3,Tcell (CD4)
J-256,all,171,71,1766,1055,35,111418,0,0,0,0,0,J,17,Inflammatory monocyte,52,44,1,1,1_2_1,Tcell (CD4)
J-257,all,241,92,26,23,25,72078,0,0,0,0,0,J,101,Arterial endothelial cell,47,38,4,4,4_1_2,CiliatedEpi
J-258,all,155,49,1204,1595,34,64400,0,0,0,0,0,J,14,Secretory cell,53,30,3,3,3_3,AdventitialFib
J-262,all,239,72,1458,1557,23,144515,0,0,0,0,0,J,22,CD8+ T cell,51,34,3,3,3_2,SMC
J-264,all,209,51,488,314,18,93762,0,0,0,0,0,J,9,Inflammatory monocyte,56,31,1,1,1_2_1,Tcell (CD4)
J-266,all,27,16,1346,1448,40,19161,0,0,0,0,0,J,3,CD4+ T cell,40,16,1,1,1_2_1,Tcell (CD4)
J-268,all,68,26,673,1484,24,50428,0,0,0,0,0,J,30,CD4+ T cell,58,27,3,3,3_2,SMC
J-270,all,144,47,992,667,13,55913,52,0,52,0,1,J,11,Inflammatory monocyte,51,27,1,1,1_2_3,Tcell (CD4)
J-272,all,104,49,228,160,29,37508,0,0,0,0,0,J,11,Proliferative mesenchymal progenitor cell,59,41,3,3,3_2,SMC
J-273,all,195,73,383,1137,23,85249,0,0,0,0,0,J,58,Sox9+/Id2+ epithelial cell,50,39,4,4,4_1_2,CiliatedEpi
J-274,all,27,22,501,795,26,19299,0,0,0,0,0,J,3,Alveolar macrophage,42,22,3,3,3_3,AdventitialFib
J-275,all,132,50,1833,1031,27,75702,0,0,0,0,0,J,33,Proliferative mesenchymal progenitor cell,46,26,1,1,1_4_1,AlveolarFib
J-276,all,9,6,526,1025,23,12047,0,0,0,0,0,J,2,B cell,25,7,9,9,9,Bcell
J-277,all,65,33,493,975,11,48236,0,0,0,0,0,J,2,CD4+ T cell,57,33,1,1,1_2_1,Tcell (CD4)
J-278,all,109,42,1258,1616,19,44956,0,0,0,0,0,J,5,Sox9+/Id2+ epithelial cell,57,33,1,1,1_4_1,AlveolarFib
J-279,all,110,50,497,545,13,48130,0,0,0,0,0,J,14,Inflammatory monocyte,57,36,3,3,3_3,AdventitialFib
J-280,all,116,62,244,426,21,47851,0,0,0,0,0,J,26,Venous endothelial cell,50,34,3,3,3_2,SMC
J-283,all,72,34,764,1764,21,95337,0,0,0,0,0,J,25,Endothelial progenitor cell,56,34,3,3,3_2,SMC
