orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
F-270,all,22,16,1564,778,23,88982,0,0,0,0,0,F,2,Natural killer cell,39,16,7,7,7_2,PatrolMac
F-272,all,40,16,1704,551,9,44978,0,0,0,0,0,F,18,Alveolar fibroblast 1,44,16,6,6,6,AT1
F-273,all,28,20,888,288,14,44217,0,0,0,0,0,F,7,Alveolar type 1 cell,39,20,9,9,9,Bcell
F-274,all,36,20,978,596,26,63916,0,0,0,0,0,F,10,Capillary 1 cell,43,21,3,3,3_1,SMC
F-277,all,113,34,1738,249,28,92752,0,0,0,0,0,F,19,Alveolar type 1 cell,48,17,6,6,6,AT1
F-278,all,40,22,1019,610,22,39102,0,0,0,0,0,F,15,Alveolar fibroblast 1,43,23,3,3,3_1,SMC
F-280,all,18,14,1748,1172,13,40967,0,0,0,0,0,F,2,Alveolar type 1 cell,38,14,6,6,6,AT1
F-282,all,81,31,964,25,18,103640,0,0,0,0,0,F,9,Alveolar type 1 cell,60,31,6,6,6,AT1
F-285,all,88,31,1449,1607,27,85405,0,0,0,0,0,F,16,Alveolar type 1 cell,58,30,6,6,6,AT1
F-286,all,41,20,1290,1323,24,79410,0,0,0,0,0,F,7,Arterial endothelial cell,44,21,2,2,2_4,Artery
F-288,all,25,15,1682,399,12,80986,0,0,0,0,0,F,5,Arterial endothelial cell,47,15,2,2,2_4,Artery
F-291,all,30,18,1905,466,17,80610,0,0,0,0,0,F,7,Endothelial progenitor cell,40,18,3,3,3_4,AdventitialFib
F-292,all,22,14,439,927,21,42861,0,0,0,0,0,F,12,Pericyte,39,14,5,5,5_1,Pericyte
F-294,all,43,25,1665,540,9,52140,0,0,0,0,0,F,9,Alveolar fibroblast 1,45,25,6,6,6,AT1
F-299,all,40,20,1225,1303,32,108532,0,0,0,0,0,F,8,Pericyte,44,20,5,5,5_1,Pericyte
F-304,all,39,25,460,1377,22,76494,0,0,0,0,0,F,4,Pericyte,43,25,5,5,5_3,Pericyte
F-305,all,20,14,319,1100,30,22647,0,0,0,0,0,F,2,Natural killer cell,38,14,7,7,7_3,Tcell (CD8)
F-306,all,88,23,290,1120,19,118009,0,0,0,0,0,F,17,Alveolar type 1 cell,57,23,6,6,6,AT1
F-307,all,6,6,1367,616,30,32133,0,0,0,0,0,F,2,Secondary crest myofibroblast,21,9,3,3,3_1,SMC
F-313,all,17,10,492,1662,6,19717,0,0,0,0,0,F,3,Endothelial progenitor cell,38,10,2,2,2_1,Capillary
F-320,all,28,16,519,1301,13,36321,0,0,0,0,0,F,5,Sox9+/Id2+ epithelial cell,40,17,2,2,2_1,Capillary
