,column,row,z,gene_name,cell_barcode,raw_cell_barcode,gridc_gridr_tilenum
8577,1041,1738,11,Il10ra,55,54,"0,0,56"
8578,1464,1764,11,Vegfa,252,251,"0,0,56"
8579,1473,1765,11,Vegfa,162,161,"0,0,56"
8580,1456,1769,11,Icam1,252,251,"0,0,56"
8581,1463,1772,11,Vegfa,252,251,"0,0,56"
8582,1258,1849,11,Pias1,76,75,"0,0,56"
8583,1472,1762,12,Vegfa,162,161,"0,0,56"
8584,1468,1762,12,Vegfa,252,251,"0,0,56"
8585,1258,1847,12,Pias1,375,374,"0,0,56"
8586,1216,1908,12,Gja5,223,222,"0,0,56"
8587,1226,1915,12,Nr4a1,223,222,"0,0,56"
8588,1217,1532,13,Sftpc,30,29,"0,0,56"
8589,1207,1547,13,Icam1,30,29,"0,0,56"
8590,1121,1565,13,Adam10,25,24,"0,0,56"
8591,1028,1646,13,Col1a2,42,41,"0,0,56"
8592,1051,1668,13,Mcl1,42,41,"0,0,56"
8593,1115,1703,13,Notch3,72,71,"0,0,56"
8594,1111,1703,13,Notch3,72,71,"0,0,56"
8595,1063,1745,13,Gja5,55,54,"0,0,56"
8596,1441,1791,13,Ifnlr1,252,251,"0,0,56"
8597,1239,1927,13,Adam10,223,222,"0,0,56"
8598,1034,1653,14,Ifnar2,42,41,"0,0,56"
8599,1033,1667,14,Fgf2,42,41,"0,0,56"
8600,1066,1720,14,Vegfa,55,54,"0,0,56"
8601,1054,1736,14,Vegfa,55,54,"0,0,56"
8602,1475,1761,14,Vegfa,162,161,"0,0,56"
8603,1445,1777,14,Gja5,252,251,"0,0,56"
8604,1444,1785,14,Itgb6,252,251,"0,0,56"
8605,1434,1787,14,Tradd,252,251,"0,0,56"
8606,1437,1794,14,Nfkbia,252,251,"0,0,56"
8607,1244,1903,14,Lmod1,223,222,"0,0,56"
8608,1231,1916,14,Vegfa,223,222,"0,0,56"
8609,1230,1921,14,Vegfa,223,222,"0,0,56"
8610,1124,1557,15,Vegfa,25,24,"0,0,56"
8611,1123,1566,15,Adam10,25,24,"0,0,56"
8612,1390,1619,15,Mcl1,58,57,"0,0,56"
8613,1031,1647,15,Col1a2,42,41,"0,0,56"
8614,1099,1651,15,Ifnar2,94,93,"0,0,56"
8615,1480,1690,15,Vegfa,129,128,"0,0,56"
8616,1460,1694,15,Gja5,109,108,"0,0,56"
8617,1239,1696,15,Etv5,110,109,"0,0,56"
8618,1294,1713,15,Mmp3,62,61,"0,0,56"
8619,1160,1713,15,Adam10,122,121,"0,0,56"
8620,1056,1717,15,Tgfb1,55,54,"0,0,56"
8621,1257,1734,15,Nfkb1,404,403,"0,0,56"
8622,1256,1736,15,Nfkb1,404,403,"0,0,56"
8623,1258,1738,15,Nfkb1,404,403,"0,0,56"
8624,1040,1739,15,Vegfa,55,54,"0,0,56"
8625,1042,1745,15,Vegfa,55,54,"0,0,56"
8626,1458,1782,15,Il6st,162,161,"0,0,56"
8627,1222,1894,15,Nr4a1,223,222,"0,0,56"
8628,1208,1897,15,Nfkbia,223,222,"0,0,56"
8629,1124,1531,16,Il6st,25,24,"0,0,56"
8630,1136,1541,16,Vegfa,25,24,"0,0,56"
8631,1460,1691,16,Gja5,109,108,"0,0,56"
8632,1246,1694,16,Etv5,110,109,"0,0,56"
8633,1242,1696,16,Etv5,110,109,"0,0,56"
8634,1028,1743,16,Mcl1,55,54,"0,0,56"
8635,1464,1789,16,Rtkn2,162,161,"0,0,56"
8636,1264,1833,16,Col1a2,375,374,"0,0,56"
8637,1249,1859,16,Nr4a1,378,377,"0,0,56"
8638,1249,1911,16,Ifnl2,223,222,"0,0,56"
8639,1243,1920,16,Mcl1,223,222,"0,0,56"
8640,1244,1923,16,Mcl1,223,222,"0,0,56"
8641,1138,1546,17,Notch3,25,24,"0,0,56"
8642,1050,1624,17,Nfkbia,225,224,"0,0,56"
8643,1100,1666,17,Adam10,94,93,"0,0,56"
8644,1251,1696,17,Etv5,110,109,"0,0,56"
8645,1219,1703,17,Etv5,110,109,"0,0,56"
8646,1058,1716,17,Tgfb1,55,54,"0,0,56"
8647,1065,1717,17,Vegfa,55,54,"0,0,56"
8648,1328,1725,17,Il6st,62,61,"0,0,56"
8649,1459,1777,17,Vegfa,162,161,"0,0,56"
8650,1462,1783,17,Il6ra,162,161,"0,0,56"
8651,1293,1803,17,Vegfa,189,188,"0,0,56"
8652,1223,1892,17,Nr4a1,223,222,"0,0,56"
8653,1209,1893,17,Nfkbia,223,222,"0,0,56"
8654,1216,1911,17,Gja5,223,222,"0,0,56"
8655,1234,1921,17,Vegfa,223,222,"0,0,56"
8656,1242,1923,17,Mcl1,223,222,"0,0,56"
8657,1225,1549,18,Icam1,30,29,"0,0,56"
8658,1106,1567,18,Apaf1,25,24,"0,0,56"
8659,1047,1600,18,Nfkbia,225,224,"0,0,56"
8660,1400,1601,18,Icam1,58,57,"0,0,56"
8661,1468,1770,18,Vegfa,162,161,"0,0,56"
8662,1478,1772,18,Vegfa,162,161,"0,0,56"
8663,1463,1774,18,Vegfa,162,161,"0,0,56"
8664,1464,1781,18,Vegfa,162,161,"0,0,56"
8665,1469,1790,18,Gzmb,162,161,"0,0,56"
8666,1254,1910,18,Lmod1,223,222,"0,0,56"
8667,1220,1544,19,Vegfa,30,29,"0,0,56"
8668,1124,1556,19,Vegfa,25,24,"0,0,56"
8669,1205,1576,19,Icam1,30,29,"0,0,56"
8670,1403,1602,19,Icam1,58,57,"0,0,56"
8671,1024,1669,19,Mcl1,42,41,"0,0,56"
8672,1027,1697,19,C1qa,42,41,"0,0,56"
8673,1323,1705,19,Nfkbia,62,61,"0,0,56"
8674,1453,1776,19,Rtkn2,252,251,"0,0,56"
8675,1472,1782,19,Mcl1,162,161,"0,0,56"
8676,1310,1792,19,Vegfa,189,188,"0,0,56"
8677,1276,1826,19,Vegfa,375,374,"0,0,56"
8678,1224,1543,20,Vegfa,30,29,"0,0,56"
8679,1223,1547,20,Rorc,30,29,"0,0,56"
8680,1127,1556,20,Vegfa,25,24,"0,0,56"
8681,1199,1559,20,Socs3,30,29,"0,0,56"
8682,1130,1560,20,Notch3,25,24,"0,0,56"
8683,1118,1562,20,Nfkbia,25,24,"0,0,56"
8684,1099,1565,20,Apaf1,25,24,"0,0,56"
8685,1103,1568,20,Apaf1,25,24,"0,0,56"
8686,1514,1687,20,Ifnar2,322,321,"0,0,56"
8687,1037,1689,20,Ccl12,42,41,"0,0,56"
8688,1233,1703,20,Icam1,110,109,"0,0,56"
8689,1028,1730,20,Gja5,55,54,"0,0,56"
8690,1477,1767,20,Vegfa,162,161,"0,0,56"
8691,1458,1774,20,Vegfa,252,251,"0,0,56"
8692,1448,1779,20,Itgb6,252,251,"0,0,56"
8693,1463,1780,20,Vegfa,162,161,"0,0,56"
8694,1452,1786,20,Vegfa,162,161,"0,0,56"
8695,1308,1791,20,Vegfa,189,188,"0,0,56"
8696,1228,1886,20,Vegfa,223,222,"0,0,56"
8697,1109,1549,21,Notch3,25,24,"0,0,56"
8698,1103,1563,21,Apaf1,25,24,"0,0,56"
8699,1104,1566,21,Apaf1,25,24,"0,0,56"
8700,1101,1568,21,Apaf1,25,24,"0,0,56"
8701,1513,1653,21,Il6st,130,129,"0,0,56"
8702,1124,1663,21,Icam1,94,93,"0,0,56"
8703,1043,1664,21,Il4ra,42,41,"0,0,56"
8704,1371,1666,21,Scgb1a1,288,287,"0,0,56"
8705,1229,1699,21,Icam1,110,109,"0,0,56"
8706,1133,1701,21,Lmod1,122,121,"0,0,56"
8707,1325,1704,21,Nfkbia,62,61,"0,0,56"
8708,1284,1704,21,Scgb1a1,314,313,"0,0,56"
8709,1532,1734,21,Scgb1a1,334,333,"0,0,56"
8710,1288,1747,21,Il6st,62,61,"0,0,56"
8711,1475,1763,21,Vegfa,162,161,"0,0,56"
8712,1479,1767,21,Vegfa,162,161,"0,0,56"
8713,1482,1773,21,Nfkbia,162,161,"0,0,56"
8714,1465,1796,21,Cxcr2,162,161,"0,0,56"
8715,1464,1798,21,Cxcr2,162,161,"0,0,56"
8716,1203,1801,21,Ifna2,403,402,"0,0,56"
8717,1282,1815,21,Mcl1,75,74,"0,0,56"
8718,1239,1918,21,Vegfa,223,222,"0,0,56"
8719,1236,1918,21,Vegfa,223,222,"0,0,56"
8720,1204,1532,22,Tgfb1,30,29,"0,0,56"
8721,1091,1602,22,Vegfa,212,211,"0,0,56"
8722,1402,1641,22,Vegfa,58,57,"0,0,56"
8723,1116,1685,22,Ifnar2,72,71,"0,0,56"
8724,1514,1708,22,Scgb1a1,322,321,"0,0,56"
8725,1530,1735,22,Scgb1a1,334,333,"0,0,56"
8726,1043,1758,22,Gja5,55,54,"0,0,56"
8727,1469,1774,22,Vegfa,162,161,"0,0,56"
8728,1447,1778,22,Itgb6,252,251,"0,0,56"
8729,1439,1785,22,Mcl1,252,251,"0,0,56"
8730,1452,1787,22,Vegfa,162,161,"0,0,56"
8731,1309,1787,22,Vegfa,189,188,"0,0,56"
8732,1205,1794,22,Nfkbia,403,402,"0,0,56"
8733,1211,1799,22,Gja5,403,402,"0,0,56"
8734,1287,1801,22,Vegfa,189,188,"0,0,56"
8735,1207,1802,22,Gja5,403,402,"0,0,56"
8736,1206,1805,22,Gja5,403,402,"0,0,56"
8737,1291,1814,22,Vegfa,75,74,"0,0,56"
8738,1256,1855,22,Lmod1,378,377,"0,0,56"
8739,1505,1564,23,Gzmb,293,292,"0,0,56"
8740,1078,1603,23,Vegfa,212,211,"0,0,56"
8741,1490,1652,23,Cd274,130,129,"0,0,56"
8742,1516,1655,23,Il6st,130,129,"0,0,56"
8743,1490,1655,23,Gzmb,129,128,"0,0,56"
8744,1106,1656,23,Adam10,94,93,"0,0,56"
8745,1128,1671,23,Apaf1,94,93,"0,0,56"
8746,1051,1682,23,Tgfb1,42,41,"0,0,56"
8747,1225,1701,23,Icam1,110,109,"0,0,56"
8748,1033,1736,23,Vegfa,55,54,"0,0,56"
8749,1253,1741,23,Il4ra,404,403,"0,0,56"
8750,1040,1757,23,Gja5,55,54,"0,0,56"
8751,1544,1763,23,Icam1,373,372,"0,0,56"
8752,1473,1770,23,Vegfa,162,161,"0,0,56"
8753,1459,1771,24,Vegfa,252,251,"0,0,56"
8754,1452,1790,23,Rtkn2,162,161,"0,0,56"
8755,1291,1803,23,Vegfa,189,188,"0,0,56"
8756,1251,1872,23,Lmod1,378,377,"0,0,56"
8757,1240,1886,23,Vegfa,223,222,"0,0,56"
8758,1229,1899,23,Gja5,223,222,"0,0,56"
8759,1509,1563,24,Gzmb,293,292,"0,0,56"
8760,1514,1567,24,Irf1,293,292,"0,0,56"
8761,1085,1615,24,Vegfa,212,211,"0,0,56"
8762,1404,1640,24,Vegfa,58,57,"0,0,56"
8763,1146,1648,24,Vegfa,94,93,"0,0,56"
8764,1034,1678,24,Etv5,42,41,"0,0,56"
8765,1514,1683,24,Usp18,322,321,"0,0,56"
8766,1237,1705,24,Icam1,110,109,"0,0,56"
8767,1265,1728,24,Nfkb1,404,403,"0,0,56"
8768,1264,1738,24,Etv5,404,403,"0,0,56"
8769,1266,1740,24,Etv5,404,403,"0,0,56"
8770,1056,1743,24,Vegfa,55,54,"0,0,56"
8771,1057,1745,24,Vegfa,55,54,"0,0,56"
8772,1045,1749,24,Vegfa,55,54,"0,0,56"
8773,1470,1774,24,Vegfa,162,161,"0,0,56"
8774,1466,1798,24,Cxcr2,162,161,"0,0,56"
8775,1283,1812,24,Mcl1,75,74,"0,0,56"
8776,1220,1881,24,Hhip,223,222,"0,0,56"
8777,1248,1884,24,Ifna2,378,377,"0,0,56"
8778,1218,1885,24,Hhip,223,222,"0,0,56"
8779,1220,1907,24,Nfkbia,223,222,"0,0,56"
8780,1504,1535,25,Vegfa,293,292,"0,0,56"
8781,1503,1552,25,Il10ra,293,292,"0,0,56"
8782,1531,1623,25,Vegfa,130,129,"0,0,56"
8783,1410,1676,25,Scgb1a1,58,57,"0,0,56"
8784,1274,1738,25,Nfkbia,404,403,"0,0,56"
8785,1041,1738,25,Vegfa,55,54,"0,0,56"
8786,1303,1753,25,Tnfrsf21,62,61,"0,0,56"
8787,1453,1773,25,Vegfa,252,251,"0,0,56"
8788,1451,1792,25,Rtkn2,162,161,"0,0,56"
8789,1303,1805,25,Nfkbia,189,188,"0,0,56"
8790,1301,1807,25,Nfkbia,189,188,"0,0,56"
8791,1244,1914,25,Vegfa,223,222,"0,0,56"
8792,1506,1561,26,Scgb1a1,293,292,"0,0,56"
8793,1096,1601,26,Dhx58,212,211,"0,0,56"
8794,1402,1604,26,Sftpc,58,57,"0,0,56"
8795,1096,1606,26,Il4ra,212,211,"0,0,56"
8796,1105,1608,26,Mcl1,212,211,"0,0,56"
8797,1109,1633,26,Nr4a1,94,93,"0,0,56"
8798,1521,1634,26,Nfkbia,130,129,"0,0,56"
8799,1146,1637,26,Nfkbia,94,93,"0,0,56"
8800,1138,1638,26,Nfkbia,94,93,"0,0,56"
8801,1143,1645,26,Vegfa,94,93,"0,0,56"
8802,1131,1650,26,Il6st,94,93,"0,0,56"
8803,1145,1652,26,Apaf1,94,93,"0,0,56"
8804,1512,1654,26,Rtkn2,130,129,"0,0,56"
8805,1514,1657,26,Rtkn2,130,129,"0,0,56"
8806,1041,1667,26,Etv5,42,41,"0,0,56"
8807,1238,1724,26,Sftpc,110,109,"0,0,56"
8808,1063,1733,26,Vegfa,55,54,"0,0,56"
8809,1255,1737,26,Etv5,404,403,"0,0,56"
8810,1468,1780,26,Vegfa,162,161,"0,0,56"
8811,1445,1792,26,Vegfa,162,161,"0,0,56"
8812,1278,1817,26,Col1a2,75,74,"0,0,56"
8813,1240,1877,26,Prdm1,378,377,"0,0,56"
8814,1220,1899,26,Vegfa,223,222,"0,0,56"
8815,1240,1905,26,Il17a,223,222,"0,0,56"
8816,1502,1549,27,Il10ra,293,292,"0,0,56"
8817,1516,1561,27,Scgb1a1,293,292,"0,0,56"
8818,1533,1569,27,Cd274,293,292,"0,0,56"
8819,1108,1607,27,Mcl1,212,211,"0,0,56"
8820,1096,1616,27,Apaf1,212,211,"0,0,56"
8821,1401,1634,27,Scgb1a1,58,57,"0,0,56"
8822,1523,1659,27,Col1a2,130,129,"0,0,56"
8823,1517,1682,27,Usp18,322,321,"0,0,56"
8824,1527,1685,27,Tnfrsf21,322,321,"0,0,56"
8825,1281,1766,27,Vegfa,336,335,"0,0,56"
8826,1461,1773,27,Apaf1,162,161,"0,0,56"
8827,1530,1778,27,Pias1,373,372,"0,0,56"
8828,1287,1780,27,Vegfa,336,335,"0,0,56"
8829,1290,1785,27,Bst2,336,335,"0,0,56"
8830,1256,1803,27,Col1a2,375,374,"0,0,56"
8831,1218,1805,27,Il6st,403,402,"0,0,56"
8832,1238,1832,27,Notch3,76,75,"0,0,56"
8833,1306,1923,27,Col1a2,276,275,"0,0,56"
8834,1062,1625,28,Adam10,225,224,"0,0,56"
8835,1147,1630,29,Ifna2,94,93,"0,0,56"
8836,1140,1630,28,Vegfa,94,93,"0,0,56"
8837,1398,1635,28,Scgb1a1,58,57,"0,0,56"
8838,1131,1653,28,Il6st,94,93,"0,0,56"
8839,1033,1654,28,Adam10,42,41,"0,0,56"
8840,1238,1720,28,Etv5,110,109,"0,0,56"
8841,1038,1735,28,Vegfa,55,54,"0,0,56"
8842,1238,1740,28,Col1a2,404,403,"0,0,56"
8843,1060,1745,28,Hhip,55,54,"0,0,56"
8844,1240,1764,28,Col1a2,404,403,"0,0,56"
8845,1465,1771,28,Apaf1,162,161,"0,0,56"
8846,1270,1777,28,Nfkbia,336,335,"0,0,56"
8847,1195,1780,28,Gja5,206,205,"0,0,56"
8848,1453,1782,28,Mcl1,252,251,"0,0,56"
8849,1446,1785,28,Vegfa,252,251,"0,0,56"
8850,1440,1787,28,Vegfa,252,251,"0,0,56"
8851,1278,1813,28,Col1a2,75,74,"0,0,56"
8852,1240,1875,28,Prdm1,378,377,"0,0,56"
8853,1232,1885,28,Gja5,223,222,"0,0,56"
8854,1244,1896,28,Nr4a1,223,222,"0,0,56"
8855,1303,1920,28,Col1a2,276,275,"0,0,56"
8856,1505,1573,29,Csf2,293,292,"0,0,56"
8857,1147,1611,29,Ifnar2,94,93,"0,0,56"
8858,1137,1619,29,Vegfa,94,93,"0,0,56"
8859,1097,1622,30,Bst2,212,211,"0,0,56"
8860,1100,1641,29,Apaf1,94,93,"0,0,56"
8861,1037,1660,29,C1qa,42,41,"0,0,56"
8862,1515,1686,29,Gbp4,322,321,"0,0,56"
8863,1069,1722,29,Bst2,55,54,"0,0,56"
8864,1042,1736,29,Dhx58,55,54,"0,0,56"
8865,1494,1747,29,Scgb1a1,174,173,"0,0,56"
8866,1063,1747,29,Hhip,55,54,"0,0,56"
8867,1488,1766,29,Rtkn2,162,161,"0,0,56"
8868,1291,1775,29,Cflar,336,335,"0,0,56"
8869,1478,1784,29,Vegfa,162,161,"0,0,56"
8870,1190,1801,29,Gja5,206,205,"0,0,56"
8871,1254,1802,29,Col1a2,375,374,"0,0,56"
8872,1275,1815,29,Col1a2,375,374,"0,0,56"
8873,1250,1824,29,Vegfa,375,374,"0,0,56"
8874,1306,1920,29,Col1a2,276,275,"0,0,56"
8875,1103,1638,30,Apaf1,94,93,"0,0,56"
8876,1151,1641,30,Tgfbr2,94,93,"0,0,56"
8877,1151,1648,30,Rtkn2,94,93,"0,0,56"
8878,1384,1659,30,Scgb1a1,58,57,"0,0,56"
8879,1040,1660,30,C1qa,42,41,"0,0,56"
8880,1270,1700,30,Vegfa,314,313,"0,0,56"
8881,1242,1723,30,Scgb1a1,110,109,"0,0,56"
8882,1052,1730,30,Vegfa,55,54,"0,0,56"
8883,1252,1735,30,Icam1,404,403,"0,0,56"
8884,1476,1764,30,Vegfa,162,161,"0,0,56"
8885,1256,1773,30,Socs3,336,335,"0,0,56"
8886,1525,1776,30,Pias1,373,372,"0,0,56"
8887,1451,1779,30,Mcl1,252,251,"0,0,56"
8888,1453,1780,30,Mcl1,252,251,"0,0,56"
8889,1441,1787,30,Vegfa,252,251,"0,0,56"
8890,1290,1806,30,Vegfa,75,74,"0,0,56"
8891,1307,1917,30,Col1a2,276,275,"0,0,56"
8892,1325,1929,30,Vegfa,276,275,"0,0,56"
8893,1099,1632,31,Nfkb1,94,93,"0,0,56"
8894,1100,1640,31,Apaf1,94,93,"0,0,56"
8895,1129,1649,31,Nfkbia,94,93,"0,0,56"
8896,1295,1700,31,Ccl5,314,313,"0,0,56"
8897,1270,1703,31,Vegfa,314,313,"0,0,56"
8898,1246,1723,31,Scgb1a1,110,109,"0,0,56"
8899,1492,1746,31,Scgb1a1,174,173,"0,0,56"
8900,1250,1760,31,Mcl1,404,403,"0,0,56"
8901,1530,1766,31,Vegfa,373,372,"0,0,56"
8902,1513,1777,31,Scgb1a1,373,372,"0,0,56"
8903,1466,1779,31,Vegfa,162,161,"0,0,56"
8904,1482,1785,31,Vegfa,162,161,"0,0,56"
8905,1449,1785,31,Vegfa,252,251,"0,0,56"
8906,1182,1789,31,Gja5,206,205,"0,0,56"
8907,1200,1791,31,Adam10,206,205,"0,0,56"
8908,1118,1600,32,Gja5,212,211,"0,0,56"
8909,1085,1610,32,Vegfa,212,211,"0,0,56"
8910,1132,1635,32,Vegfa,94,93,"0,0,56"
8911,1146,1636,32,Vegfa,94,93,"0,0,56"
8912,1128,1639,32,Socs3,94,93,"0,0,56"
8913,1124,1648,32,Nfkbia,94,93,"0,0,56"
8914,1149,1661,32,Pias1,94,93,"0,0,56"
8915,1512,1678,32,Notch3,129,128,"0,0,56"
8916,1276,1699,32,Vegfa,314,313,"0,0,56"
8917,1239,1724,32,Scgb1a1,110,109,"0,0,56"
8918,1504,1739,32,Scgb1a1,174,173,"0,0,56"
8919,1495,1746,32,Scgb1a1,174,173,"0,0,56"
8920,1247,1757,32,Col1a2,404,403,"0,0,56"
8921,1480,1780,32,Vegfa,162,161,"0,0,56"
8922,1192,1780,32,Gja5,206,205,"0,0,56"
8923,1476,1788,32,Vegfa,162,161,"0,0,56"
8924,1238,1904,32,Scgb1a1,223,222,"0,0,56"
8925,1240,1907,32,Scgb1a1,223,222,"0,0,56"
8926,1327,1942,32,Col1a2,276,275,"0,0,56"
8927,1327,1946,32,Col1a2,276,275,"0,0,56"
8928,1118,1603,33,Gja5,212,211,"0,0,56"
8929,1146,1641,33,Vegfa,94,93,"0,0,56"
8930,1151,1643,33,Vegfa,94,93,"0,0,56"
8931,1147,1655,33,Il18bp,94,93,"0,0,56"
8932,1391,1666,33,Scgb1a1,58,57,"0,0,56"
8933,1036,1678,33,C1qa,42,41,"0,0,56"
8934,1296,1696,33,Vegfa,314,313,"0,0,56"
8935,1270,1700,33,Vegfa,314,313,"0,0,56"
8936,1288,1713,33,Vegfa,314,313,"0,0,56"
8937,1070,1725,33,Gja5,55,54,"0,0,56"
8938,1282,1726,33,Gja5,314,313,"0,0,56"
8939,1505,1741,33,Scgb1a1,174,173,"0,0,56"
8940,1269,1750,33,Vegfa,336,335,"0,0,56"
8941,1534,1763,33,Scgb1a1,373,372,"0,0,56"
8942,1463,1783,33,Vegfa,162,161,"0,0,56"
8943,1451,1784,33,Vegfa,162,161,"0,0,56"
8944,1450,1793,33,Vegfa,162,161,"0,0,56"
8945,1170,1798,33,Gja5,206,205,"0,0,56"
8946,1331,1890,33,Etv5,276,275,"0,0,56"
8947,1070,1611,34,Nfkb1,225,224,"0,0,56"
8948,1084,1619,34,Blvra,212,211,"0,0,56"
8949,1130,1630,34,Vegfa,94,93,"0,0,56"
8950,1153,1643,34,Vegfa,94,93,"0,0,56"
8951,1340,1647,34,Gja5,288,287,"0,0,56"
8952,1137,1647,34,Vegfa,94,93,"0,0,56"
8953,1140,1652,34,Vegfa,94,93,"0,0,56"
8954,1024,1659,34,Mcl1,42,41,"0,0,56"
8955,1034,1663,34,Il4ra,42,41,"0,0,56"
8956,1278,1698,34,Vegfa,314,313,"0,0,56"
8957,1281,1716,34,Vegfa,314,313,"0,0,56"
8958,1499,1751,34,Scgb1a1,174,173,"0,0,56"
8959,1249,1759,34,Mcl1,404,403,"0,0,56"
8960,1462,1786,34,Vegfa,162,161,"0,0,56"
8961,1458,1790,34,Vegfa,162,161,"0,0,56"
8962,1453,1797,34,Vegfa,162,161,"0,0,56"
8963,1253,1817,34,Pias1,375,374,"0,0,56"
8964,1263,1842,34,Hhip,375,374,"0,0,56"
8965,1331,1888,35,Etv5,276,275,"0,0,56"
8966,1240,1904,34,Scgb1a1,223,222,"0,0,56"
8967,1321,1946,34,Col1a2,276,275,"0,0,56"
8968,1330,1947,34,Col1a2,276,275,"0,0,56"
8969,1087,1620,35,Blvra,212,211,"0,0,56"
8970,1147,1639,35,Vegfa,94,93,"0,0,56"
8971,1409,1661,35,Etv5,58,57,"0,0,56"
8972,1528,1688,35,Rtkn2,322,321,"0,0,56"
8973,1295,1695,35,Vegfa,314,313,"0,0,56"
8974,1109,1714,35,Gja5,72,71,"0,0,56"
8975,1514,1720,35,Tnfrsf21,322,321,"0,0,56"
8976,1070,1728,35,Gja5,55,54,"0,0,56"
8977,1505,1748,35,Scgb1a1,174,173,"0,0,56"
8978,1488,1776,35,Vegfa,162,161,"0,0,56"
8979,1450,1795,35,Vegfa,162,161,"0,0,56"
8980,1271,1845,35,Hhip,375,374,"0,0,56"
8981,1299,1931,35,Il10ra,276,275,"0,0,56"
8982,1326,1943,35,Col1a2,276,275,"0,0,56"
8983,1134,1603,36,Rtkn2,94,93,"0,0,56"
8984,1080,1612,36,Nfkbia,212,211,"0,0,56"
8985,1128,1624,36,Traf6,94,93,"0,0,56"
8986,1147,1627,36,Mcl1,94,93,"0,0,56"
8987,1135,1629,36,Vegfa,94,93,"0,0,56"
8988,1122,1630,36,Vegfa,94,93,"0,0,56"
8989,1140,1640,36,Vegfa,94,93,"0,0,56"
8990,1147,1645,36,Vegfa,94,93,"0,0,56"
8991,1270,1706,36,Il6st,314,313,"0,0,56"
8992,1299,1707,36,Apaf1,314,313,"0,0,56"
8993,1271,1752,36,Vegfa,336,335,"0,0,56"
8994,1267,1758,37,Nfkbia,336,335,"0,0,56"
8995,1245,1758,36,Il4ra,404,403,"0,0,56"
8996,1482,1769,36,Dhx58,162,161,"0,0,56"
8997,1170,1794,36,Gja5,206,205,"0,0,56"
8998,1265,1843,36,Hhip,375,374,"0,0,56"
8999,1329,1886,36,Etv5,276,275,"0,0,56"
9000,1300,1935,36,Il10ra,276,275,"0,0,56"
9001,1106,1605,37,Vegfa,212,211,"0,0,56"
9002,1080,1607,37,Nfkbia,212,211,"0,0,56"
9003,1079,1615,37,Nfkbia,212,211,"0,0,56"
9004,1376,1628,37,Il17a,288,287,"0,0,56"
9005,1125,1631,38,Vegfa,94,93,"0,0,56"
9006,1154,1634,37,Vegfa,94,93,"0,0,56"
9007,1154,1638,37,Vegfa,94,93,"0,0,56"
9008,1145,1655,37,Vegfa,94,93,"0,0,56"
9009,1271,1704,37,Il6st,314,313,"0,0,56"
9010,1268,1738,37,Vegfa,404,403,"0,0,56"
9011,1255,1747,37,Il10ra,404,403,"0,0,56"
9012,1530,1773,37,Scgb1a1,373,372,"0,0,56"
9013,1489,1781,37,Vegfa,162,161,"0,0,56"
9014,1184,1783,37,Vegfa,206,205,"0,0,56"
9015,1187,1786,37,Vegfa,206,205,"0,0,56"
9016,1207,1791,37,Adam10,403,402,"0,0,56"
9017,1326,1885,37,Mcl1,276,275,"0,0,56"
9018,1131,1618,38,Vegfa,94,93,"0,0,56"
9019,1127,1624,38,Apaf1,94,93,"0,0,56"
9020,1123,1629,38,Vegfa,94,93,"0,0,56"
9021,1123,1634,38,Vegfa,94,93,"0,0,56"
9022,1371,1645,38,Vegfa,288,287,"0,0,56"
9023,1128,1646,38,Tgfb1,94,93,"0,0,56"
9024,1143,1650,38,Vegfa,94,93,"0,0,56"
9025,1150,1660,38,Vegfa,94,93,"0,0,56"
9026,1149,1666,38,Vegfa,94,93,"0,0,56"
9027,1088,1679,38,Col1a2,72,71,"0,0,56"
9028,1246,1733,38,Prdm1,404,403,"0,0,56"
9029,1526,1771,38,Scgb1a1,373,372,"0,0,56"
9030,1263,1781,38,Vegfa,336,335,"0,0,56"
9031,1279,1789,38,Vegfa,336,335,"0,0,56"
9032,1188,1789,38,Vegfa,206,205,"0,0,56"
9033,1251,1811,38,Trim25,375,374,"0,0,56"
9034,1255,1816,38,Vegfa,375,374,"0,0,56"
9035,1330,1880,38,Scgb1a1,276,275,"0,0,56"
9036,1304,1918,38,Irf1,276,275,"0,0,56"
9037,1088,1610,39,Irf9,212,211,"0,0,56"
9038,1141,1619,39,Vegfa,94,93,"0,0,56"
9039,1146,1644,39,Vegfa,94,93,"0,0,56"
9040,1143,1653,39,Vegfa,94,93,"0,0,56"
9041,1286,1706,39,Vegfa,314,313,"0,0,56"
9042,1264,1725,39,Apaf1,110,109,"0,0,56"
9043,1241,1755,39,Gja5,404,403,"0,0,56"
9044,1265,1757,39,Nfkbia,404,403,"0,0,56"
9045,1490,1783,39,Vegfa,162,161,"0,0,56"
9046,1217,1789,39,Col1a2,403,402,"0,0,56"
9047,1221,1830,39,Kdr,76,75,"0,0,56"
9048,1275,1840,39,Hhip,375,374,"0,0,56"
9049,1322,1881,39,Mcl1,276,275,"0,0,56"
9050,1347,1913,39,Vegfa,276,275,"0,0,56"
9051,1344,1915,39,Vegfa,276,275,"0,0,56"
9052,1340,1915,39,Rsph1,276,275,"0,0,56"
9053,1327,1937,39,Blvra,276,275,"0,0,56"
9054,1115,1607,41,Vegfa,212,211,"0,0,56"
9055,1090,1608,40,Ifnar2,212,211,"0,0,56"
9056,1116,1610,40,Vegfa,212,211,"0,0,56"
9057,1125,1615,40,Vegfa,94,93,"0,0,56"
